customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-RRB6BXV0NFLQI,Sudheer kumar,Best!,finest best digital cam using since 4 years,30-07-2019,1
customer_review-R39QKW8ZOR2F23,Sandeep Rawat,Great,nice product,22-09-2018,5
customer_review-R3JXHE80KL00ZP,debasish banerjee,Not delivered,produce delivered present written protect delivered,13-09-2019,1
customer_review-R2L78DWOAQRDB6,RINKESH SUMAN,Nice product,gret choice,06-10-2018,5
customer_review-R2IUVZJC1B12US,Amazon Customer,4 out of 5 star,price good camera,25-04-2018,4
customer_review-R2R0DFT4I8HOF0,Sivakumar.s,No,screen size camera small picture quality gud,17-02-2019,2
customer_review-R1K18KRSU6UHSD,madhuu,Five Stars,wonderful picture qualitynice handi camara good camaraworth buying,20-11-2015,5
customer_review-R2WG4NI3MC133H,Amazon Customer,Four Stars,super,27-08-2016,4
customer_review-RQY1G4WAZG7Y9,s.v.satish,Nice,good picture,12-09-2019,3
customer_review-R37RBVI03B0TZT,Deepti S,Value for money,product handy good resolution worth buy,08-11-2016,4
customer_review-R3MTC59SRXP1KX,GRACY S.,Best camera comparatively to money.,image captured perfect,14-06-2019,5
customer_review-RTZIKZAJFCOIM,sourav patra,Good,nice,15-10-2018,4
customer_review-R20OXDDT9HXRXA,winson daniel,Two Stars,poor quality aspects standards sony,02-05-2016,2
customer_review-RB4L8A3WOC0AJ,Pranay Jain,Five Stars,amazing deal original product,31-01-2017,5
customer_review-R1X079SG9FXRVR,rahul,Five Stars,good product,21-10-2017,5
customer_review-R31QAGT6UV3AS2,vikrant,The camera has been live for 6 months,camera good,28-08-2018,5
customer_review-RKQUEG5SW51K4,Amit Gupta,Happy 100% Satisfied,happy 100 satisfied,23-09-2016,5
customer_review-R2PNQVU33EK2DH,Amazon Customer,Good,good,22-07-2019,4
customer_review-R1J5WVR9TCTREG,Gavaskar,Good Picture Quality,picture quality good,04-02-2019,5
customer_review-REMG5ARTJPIWN,Rajesh,Very good product.,good product good functionality clarity picture picture equality good sony product,30-10-2015,5
customer_review-R2N7P77PTOM5ZO,Bhabhor Samesh,Niceeeeee1 sony product,sony camera perfect quality image zoom hd video amezing superb,12-06-2018,5
customer_review-RILEX4HU6KS7J,NAVEEN,Good,ggod,12-07-2019,4
customer_review-R1IGL0APKQXU7A,Sudheer. K,Nice on its price,good one,12-10-2018,5
customer_review-RCVSP853RIMVY,Samir Jain,This is indeed a nice product. After exploring many cameras i zeroed down ...,indeed nice product exploring many cameras zeroed one considering lot positive feedbacks turned right decision value money,17-11-2014,5
customer_review-R3GFSZMBD3A6HT,chandrashekhar,Good product,product good pause option video recording,10-11-2019,5
customer_review-R3CIY8T5CI43MY,Gulammustafa Shaikh,Not thay great,great,08-05-2019,3
customer_review-R36FNP24XP08HR,Kiran Londhe,Battery life less than one hour,battery life less 1 hour,05-11-2019,1
customer_review-R33VUVICPCVBU3,Vinay B P,Not professional,good kids,16-10-2019,2
customer_review-R36HW135MZSUJK,Narendra Kumar Sharma,NARENDRA says,fine product,21-12-2018,5
customer_review-R1HBWFPESIAVRW,kavan shah,Not that much clear pics.,basic camera average pic quality,11-08-2018,3
customer_review-R3U8IKIJ04YGQH,Amazon Customer,Four Stars,nice product,16-01-2018,4
customer_review-R2TCXWHFSYODDT,souvik biswas,Nice,good quality,20-11-2019,4
customer_review-RBOC25OZIIR1T,Amazon Customer,Good Quality,good quality,12-01-2019,5
customer_review-R2U4VD93RVA9Z9,Pandurangappa,Four Stars,good quality pictures good home shoot,29-05-2018,4
customer_review-R1T864PUD6O99Z,Amazon Customer,Four Stars,great battery backup also good,10-08-2017,4
customer_review-R1Z9M3GY4EXGED,Shariq khan,Good,good,17-07-2019,5
customer_review-R3COFMYRU3DV14,T.SURESH,G,good,09-10-2019,4
customer_review-R1ETYZWQ2KA938,Amazon Customer,Not working change,working,09-07-2019,1
customer_review-RX7BH8ZCX2C4X,Amazon Customer,Excellent Cyber-shot.,cybershot nice compatible use also much easy carry picture quality photo excellent,05-11-2016,5
customer_review-R2JR6OP8BABWM8,Periyasamy,Five Stars,excellent,06-06-2017,5
customer_review-RWD4CQN8IQZVX,Abhishek Kumar,Nice produced,nice picture battery life small,19-11-2018,4
customer_review-R3IJVY7BFBVXNO,Sandeep vishwakarma,Not better,better,19-07-2019,1
customer_review-RY0M3RSME7KDC,Harine Ram,Sony Point & Shoot Camera,good product sony,19-07-2018,4
customer_review-R3QS7OGRA7APLH,Prabhakar rai,Nice,good product image clear,22-04-2019,4
customer_review-RVVRMPE75NF1U,Sliene Brar,Best Point & Shoot Camera,product capturs amazing pictures shows even things cant see eyes easy starting operation battery backup good also,22-07-2014,5
customer_review-R2KA97ZL6A5IPW,Junsuu,Average only,brand value,08-05-2019,4
customer_review-R1RV50TK9HVKGJ,Suraj Pundir,Must buy,great picture quality,09-12-2019,5
customer_review-R2V8KKQJFNY4KW,Prateek,Bad Picture Quality,build quality ok picture quality upto mark,25-01-2018,3
customer_review-R3S6MTV29P7J5,Kannan Mani,takes excellent photos for a camera at this price point,product exactly described takes excellent photos camera price point super quick delivery,15-12-2015,5
customer_review-R269UFKPL5AO9G,sandeep kumar,Worst product,worst product dont waste money,21-06-2019,1
customer_review-R1HDMM208VK6E1,Dharmendra,Best camera in this range,thank u amazon fast delivery camera also good,08-06-2018,5
customer_review-R180H1KIJ7HROW,Kuldeep Singh,Cheap thrills,amazing product goes right aspected,08-10-2018,5
customer_review-R3J4JPO1X5L4SN,Livokmeren.T.Imchen.,Cool.,smaller expected,15-12-2018,4
customer_review-R10L8DJ1OEJ6VT,Suvendu,Quality Good,awesome product,12-12-2018,5
customer_review-R1K0QUV7HYQUZQ,akhil,good quality with good budget... :),sony cybershot dsc 830 201 mp point shoot camera good quality camera good budget purchased rs 6938,03-05-2014,5
customer_review-RTQ8SJR9AGZTL,sridevi,Nice one,picture quality ok easy use,06-01-2019,5
customer_review-R37TX0U983O2QD,ANANDAKUMAR M,Good,good worth money,07-05-2019,4
customer_review-RA1ZN06EIGEQX,Riemonsha mery syiem,Five Stars,good productsmall cute,12-10-2017,5
customer_review-R4NTG4NB3JEAX,manishjadhav,Okay product,okay product,08-10-2019,5
customer_review-R2MCQ3YWTZIUYY,Hasanur Rahaman,excellent piece in such Price....,nice product price picture quality good handy carry use nice one sony,11-03-2015,5
customer_review-RBB3AULYM9RSZ,Krishna Murari,Poor,poor performance dont purchase please,20-08-2019,3
customer_review-R25KMW53HNTDFJ,Amazon Customer,good,good,03-07-2019,5
customer_review-RDDKAWILQWVQM,Karthik,Nice camera,purchase sony w830 get sony 16gb card camera pouch free nice product,02-02-2018,5
customer_review-R2VRDAZH6IU698,Shridharpatil,Yes !! Good product,like product,09-11-2018,3
customer_review-R1BKZ9CHDH417K,SUMATI PLASTIC PVT LTD,Awesome 👍👍👍😁😊,awesome camera photography,24-01-2019,4
customer_review-R3UWX9J32498PP,Ajay Sahoo,Camera case don't get with it,didnt get camera case product,17-02-2019,2
customer_review-R3OSTPF4N9HQKN,Amazon Customer,Waste of money. Better go for a camera phone,waste,31-10-2018,3
customer_review-R2SH9PV9FP5MO8,Gopalsamy,It's waste,waste,14-11-2018,1
customer_review-ROXLXXQGUV10S,Anju kumari,Okay,picture quality good thought,27-10-2019,1
customer_review-R3R95HHRUPBNPQ,Rajneesh Bhosle,Budget camera,good camera,18-08-2019,5
customer_review-R2EKEKVVTBAB3Q,JAGANNATH BHOSALE,Bhangar quality ahe tumchya product chi bakwas ahe amezon app no clearity no surerity lokanchya lut,quality clearity product,16-11-2018,1
customer_review-R5KOB3BX9IM49,Mujahid Ahmad,Bro 1 No,1,06-09-2018,5
customer_review-R3VDHCMA8CWSP5,Amazon Customer,Sony camera,excellent,10-12-2018,5
customer_review-RTQCAWEMVN6II,Apoorv,Must buy,good product nice image quality,04-04-2019,5
customer_review-R3IH30N0A5TZEF,Victor S.,Five Stars,good picture quality value money prompt servicedelivered within 12 hours moment booking good packing,08-11-2015,5
customer_review-R1GTU2TN7RR8AQ,Parkash S.,Good snap quality,like product,13-09-2018,5
customer_review-R2AWE2MMBQT86H,Rajib Biswas,I'm really delighted with your service delivery,im really delighted service delivery excellent product packaging 100 genuine product keep always recommend amazonin friends relatives,21-11-2014,5
customer_review-R2L2RL79GY3CER,Manoj Kumar khoda,Very bad,zoom quality bad,10-07-2019,3
customer_review-RP04TG5OU88SP,govind sharma,Good,nendm,18-10-2019,5
customer_review-R3ERS4Z7FTC16P,Monoj Dutta,Nice product...,nice product,18-11-2018,5
customer_review-R2S9XL0A27K9TR,SATGURU ENTERPRISES,Warranty activation,please activate product warranty,04-04-2019,5
customer_review-R1QSF05V465G0Y,2karts,GOOD QUALITY,good quality,19-09-2019,4
customer_review-R3DPV5QJPLTEOV,DILKHUSH bairagi,Is good company sony,like,14-10-2018,5
customer_review-R4IN4Q73A255W,pk,Good in budget,features offered camera really good problem image quality looks like pic taken mobile finishing camera edges good n also good handling,16-06-2015,3
customer_review-RSPAHFJ8IMK13,Dinesh kumar gupta,Good,good,28-08-2018,5
customer_review-R3W2U5BEOMFAA1,mintu kumar,cemera flash problem,product flash work proper,26-05-2019,1
customer_review-R1GYEDFNPMEISX,karthick,Two Stars,though offer exchange offers tiruppur pepole,05-11-2017,2
customer_review-RPWXKZZGVOBOX,madan,Wow...,handy suberb,03-03-2019,5
customer_review-R1IMETWG9UVYTW,Vishnu nair,Nyc,goood,22-04-2019,5
customer_review-R1T37868GWZCVL,Basavarajabadami,Nice,mic,11-07-2019,4
customer_review-RYKRKAYYW3DM1,manda manindra,good at price. best at quality,loved camera thanks amazon giving camera less price 6600 specification functioning good camera quality awesome camera case nice finally five stars cam go blindly,31-05-2014,5
customer_review-R37L4WY3RZTTT1,kailash,Best camera at this price,best camera price,23-08-2018,5
customer_review-R2GIGP4NMOCP7H,Diya,Liddul,cute little camera,10-09-2019,5
customer_review-R37B9DYA4KBCZ2,Ritika,Clearity its so nice,nice picture click,22-08-2019,5
customer_review-R18F57DFL54JL8,Srinivas,More wort than money,nice camera go,10-11-2018,4
customer_review-RPLCMMY7BEPTD,Rajib,Five Stars,nice camera,30-01-2018,5
customer_review-R3EZ79F462I2D1,RD,Five Stars,good product worth buying,16-07-2015,5
customer_review-R19M9QFO6AUEQY,Sarath,excellent,excellent product,11-10-2019,5
customer_review-R2ZQRXMKJXWVHW,pawan,Achha hai,achha hai,27-09-2019,3
customer_review-R8YZ7SQSL119Z,Deepak choudhury,Picture quality is good,picture quality good take images light conditions best camera beginners,29-05-2016,5
customer_review-R3F4YYE7ZPFNMV,Debangshu Datta,Five Stars,good product,15-07-2018,5
customer_review-R23ZOORLBEDFAP,Shabaz M.,Five Stars,good useful clear images good price,16-02-2016,5
customer_review-R33J9DM96GZB1L,bibhuti narayan,One should spend more money to buy some useful camera. This camera has some limitations viz,one spend money buy useful camera camera limitations viz takes much time ready next clik shooting picture becoms fade smetimes,27-02-2015,3
customer_review-R2UR1CU3LFFPB8,Sunita Singh,Case (cover) not found,delivered without case keeping camera,20-09-2017,3
customer_review-R32GIMK4LM9GAA,Amazon Customer,Five Stars,nice camera performance nice,20-09-2016,5
customer_review-R2DHVF5M92MA05,ankur,Point & shoot perfect mixer,video quality best,01-12-2019,5
customer_review-RX52LBVFUHZ1G,Krishnaveni,Plz don't purchase,waste product,26-10-2019,1
customer_review-R177O0S098D3FS,EREGOWDA,Super,super,29-07-2019,5
customer_review-R6FBH6YET2LWQ,Amazon Customer,No camera case included in the pack,camera case included pack,16-10-2018,1
customer_review-R19NNSTKMV2TM,Appu,Not good,battery life good,01-12-2018,4
customer_review-R1UQT1CG9HT2G7,Amazon Customer,Superb camera,awesome pics quality,11-11-2018,5
customer_review-R3OC6KZFGBR9EP,HIRA LAL SEWAK,TO Edit the vedio film,good handy user friendly,24-06-2019,5
customer_review-R6ZKZD9UV5EG,Naresh vonguri,Very nice product,nice product worth money,08-10-2019,5
customer_review-R3GQ7EMF21F3VK,Amazon Customer,Best picture quality,best picture quality,27-01-2019,5
customer_review-R1IIIDN5YVP38A,Vinod,Bill,provide bill,02-11-2019,5
customer_review-R1YVKDSOBIJVPL,Anmol yadav,Ok,nice,29-11-2019,3
customer_review-R2KVUFNK088TIZ,Goutham,Five Stars,best,26-10-2017,5
customer_review-R2E4EY1N6PBJR7,kannan,Worth your money,working fine far,19-10-2019,5
customer_review-R2U6BW0L1UY83O,Jhimli Chatterjee,Not bad,good,03-11-2019,3
customer_review-R6DDJ24G6H6HY,Vrp,Low,option poor,27-07-2019,3
customer_review-R21OWXKOAJO7XK,Aniket M.,Best Digital Camera,best digital camera official digital camera football worldcup 2014 brazil best every need couple sensors easy photography altough small size,29-05-2014,5
customer_review-R1MHUQCXBGC0UW,Sunil Kumar,Best,excellent product delivered 24 hours 8gb memory card image quality excellent,06-08-2016,5
customer_review-R1YQJ75A95RQEG,Amazon Customer,Ok,ok,17-08-2019,4
customer_review-R3FT0RJUAYIEKV,shalini h,sony camera,picture quality price,08-06-2019,4
customer_review-RCYPU6PA71XXH,Pawansut Group,Good one in Lower price,overall product good,13-10-2019,4
customer_review-RPLZ3B9BF06F8,Gaurav sachan,Awesome,awesome,04-06-2019,5
customer_review-RA90YQWSJ7XR4,DILIP BABANRAO LONDHE,Nice camera,ok best,15-12-2018,2
customer_review-RJ9AZP1OLVEM4,ashok,Good,good,01-10-2019,5
customer_review-R2JWH10GX7IGVS,Hardik Shantilal Bhathawala,Good Product,good valuable product,05-10-2019,5
customer_review-R1UD37L6E6X5L9,Amazon Customer,Where is camera case?,camera case included,12-10-2018,4
customer_review-R3EFV179349EMJ,Prantick Halder,Fab Cam!,great cam click photos withthe best part macro photos really great quality lot features toogreat packing amazon,19-10-2015,5
customer_review-RM45ESVYPW6RY,Ashish P.,Three Stars,nice camera regular usevery compact product carl zeiss lens give nice picture quality,02-12-2015,3
customer_review-R1W8I29EGZ9JZY,VISTAR LOGITEK PVT LTD,Good,good product compared cost,20-09-2018,5
customer_review-R1W9Q0MYTLM4YV,Amazon Customer,Five Stars,awesome product,15-01-2017,5
customer_review-R1KF30T9AGLC7H,Kranthi,Battery,facing battery issues,24-12-2018,1
